entity,code,year,unsafe_water_source,unsafe_sanitation,no_access_handwashing,sum,unsafe_water_perct,unsafe_sanitation_perct,no_handwashing_perct
Lebanon,LBN,2017,53.43886993236403,3.930949769050831,33.34340204147561,50468.39259409516,0.10588581721268535,0.007788933958460875,0.06606788987643886
Lesotho,LSO,2017,1024.192991392856,780.9189204286392,793.2633699592346,31602.961847904673,3.2408133019999252,2.4710307982744197,2.5100918508112215
Liberia,LBR,2017,2131.80760880476,1533.1584454615095,1489.6247989887327,32413.53603936633,6.576905420672628,4.729994418379668,4.5956874226236195
Libya,LBY,2017,36.57867250142999,14.66854054337584,46.745163842639855,50400.17492659157,0.07257647925767567,0.029104146096200535,0.09274801905097495
Lithuania,LTU,2017,4.0486820344403265,2.5112112500539903,8.331899167900694,63247.34936302585,0.006401346578497359,0.003970460857798468,0.01317351517780995
Luxembourg,LUX,2017,0.41487913354919903,0.2316289284065865,1.2410837958105476,6361.338900905248,0.006521883836281066,0.003641197741777673,0.019509788979076962
Madagascar,MDG,2017,19564.472490488184,15674.021158916441,13184.458850221616,228155.09031974548,8.575076042822348,6.869897637151226,5.778726581004351
Malawi,MWI,2017,5894.020221736929,4536.228232833755,4521.032699416899,112115.85186072403,5.257080175476683,4.046018611595519,4.032465190589779
Malaysia,MYS,2017,334.2735181010187,40.88962570394553,343.0909116171879,207628.63420836907,0.1609958661894164,0.019693635157716296,0.16524257982300913
Maldives,MDV,2017,2.741948648768225,0.8923917032526113,1.816775572340478,3408.0035828979208,0.08045615510875342,0.0261851750312359,0.05330908633598392
Mali,MLI,2017,12923.220102988489,9918.904782385285,8346.082498220567,148603.07837003144,8.696468636274696,6.674764002994984,5.616359088765491
Malta,MLT,2017,0.09077059621345633,0.08959161329160993,1.1061965836281016,6682.6356037878895,0.0013583053393185951,0.0013406628552487152,0.01655329796826092
Marshall Islands,MHL,2017,1.1669445687485736,0.6168232342653818,0.7816168153148513,2598.382546185163,0.04491042208014494,0.02373873836133082,0.030080898459789476
Mauritania,MRT,2017,1219.752279458157,933.4245628883673,810.7938795369098,22523.434935467285,5.415480733524499,4.144237171473872,3.599778994011992
Mauritius,MUS,2017,4.8653644074085065,2.5056368439712204,3.137715439924362,17979.08168330035,0.027061250919882308,0.01393640057989475,0.017452033953651764
Mexico,MEX,2017,1741.3419684972164,1000.457583506271,1207.6387394473688,798885.5886078562,0.21797138330304486,0.12523164740644224,0.1511654180108329
Micronesia (country),FSM,2017,2.0226825825052326,0.965161225915254,1.1299274183423236,3099.5184912447307,0.06525796146139289,0.031139069782663453,0.03645493393680506
Moldova,MDA,2017,5.818296903803063,5.0686719802174816,28.583437052440768,71505.56785056663,0.008136844554485916,0.007088499724678875,0.03997372220324835
Mongolia,MNG,2017,20.62649376704961,18.009379884753233,41.22880398495242,32249.09929017053,0.06395990654330161,0.05584459808538734,0.12784482324292043
Montenegro,MNE,2017,0.3503405409188725,0.04850909845234792,0.5075568164993743,12813.33468990099,0.002734187074618431,0.0003785829343128065,0.0039611609997154944
Morocco,MAR,2017,694.3798279617997,224.73151961478334,462.46750364700966,344150.3708799774,0.20176640408269816,0.06530038571225558,0.13437948721789855
Mozambique,MOZ,2017,8984.155174020292,6869.588580621664,6701.556132350675,215374.14466618976,4.171417691731248,3.189606900711735,3.111588042630407
Myanmar,MMR,2017,6549.454225315876,4154.676504483074,3764.979263759661,449413.54632571863,1.4573335136117747,0.924466237933984,0.8377538448809776
Namibia,NAM,2017,625.4598250519782,431.252064337619,353.0063385385068,20503.825927721784,3.0504542286731855,2.103276070806636,1.7216608245841167
Nepal,NPL,2017,8932.552896318217,5369.3594350883,3552.7493812104976,216672.09460034812,4.122613441659075,2.4781038116570056,1.6396894061339773
Netherlands,NLD,2017,8.141680715873473,5.3818819053833185,44.18826494041018,142125.2048431382,0.005728526987777674,0.0037867188380296328,0.031091082675434107
New Zealand,NZL,2017,11.358034365772426,2.5380701015943243,11.549199242474073,31728.24166506397,0.03579786893226667,0.007999403586203133,0.0364003759312982
Nicaragua,NIC,2017,126.86264050962015,87.70075972306064,74.70525557245858,29142.651926988503,0.4353160475149994,0.3009360985499144,0.2563433683373041
Niger,NER,2017,18585.64401050598,14623.782972838371,12166.545419902715,171605.73314514518,10.830433033834675,8.521733338867813,7.089824562919572
Nigeria,NGA,2017,116192.25607405072,72650.04621438924,86843.92094682822,1414162.6207295484,8.216329181017995,5.1373190854747675,6.141013747204445
North Korea,PRK,2017,190.86021319025986,185.31397569986663,131.7311574555883,310398.1676834539,0.061488833717891135,0.059702019854979,0.04243941207472868
North Macedonia,MKD,2017,2.4335581695950133,0.9470362513965712,1.11298820693819,32550.473225809477,0.007476260491553866,0.0029094392724393946,0.003419268897312665
Northern Mariana Islands,MNP,2017,0.26494726105054817,0.044064726165723815,0.1701906084346519,2363.0294650066357,0.011212186093066942,0.0018647556798704612,0.007202221172226219
Norway,NOR,2017,7.330399072753176,4.876147869836898,18.86903780251032,37829.33518204942,0.019377551938135985,0.012889858746845497,0.0498793798825837
Oman,OMN,2017,11.564502191111918,1.0377488241354929,14.259009168008394,16615.447717051626,0.06960090626534145,0.00624568679585144,0.08581778481584379
Pakistan,PAK,2017,49851.42195236807,25963.82908305928,20785.23779539917,1673932.074679758,2.9781030369410426,1.5510682587300595,1.2417013873980294
Palestine,PSE,2017,25.7053563309491,5.564716949561544,31.6159852979153,20867.13003945681,0.12318587310446566,0.026667380416182995,0.1515109420324401
Panama,PAN,2017,99.13371145652813,56.658751803431684,60.188645867884425,20987.098054643015,0.4723554976415455,0.2699694433976162,0.2867887961983805
Papua New Guinea,PNG,2017,2659.900376990881,2064.604585783676,1284.449750278109,115283.45536098932,2.307269823464159,1.79089408737684,1.11416659594049
Paraguay,PRY,2017,102.8773213831932,47.01019109527529,101.1224239798595,41253.083857301026,0.24938092322759972,0.11395558028555813,0.2451269445204464
Peru,PER,2017,723.3918078158498,509.0980270576664,965.3601121615574,113426.6545453993,0.6377617419072432,0.4488345610633333,0.8510875296733447
Philippines,PHL,2017,5507.287300746251,1467.3623292808004,4213.79910798872,877332.9744085091,0.6277305722447307,0.16725261355531343,0.48029644740409183
Poland,POL,2017,73.94310043636432,12.866885066235318,67.95419710224336,524011.13537124975,0.014110978840931949,0.002455460236950772,0.01296808264467498
Portugal,PRT,2017,15.564799951723867,17.748550622933568,51.162190763492,113078.44888167642,0.013764603340120661,0.015695785358274046,0.04524486431276338
Puerto Rico,PRI,2017,49.49258413246307,3.2046295981684656,65.98723480941621,35497.01533076141,0.13942745234012174,0.009027884649759161,0.18589516384559868
Qatar,QAT,2017,1.6169760089012766,0.29002859711118895,2.6160738001376123,6103.250548154543,0.02649368555564553,0.004752034916850755,0.04286361471640127
Romania,ROU,2017,43.97288278826429,28.23393562397391,65.39495727326369,390373.71320279693,0.011264304255399652,0.007232540170886593,0.01675188545272037
Russia,RUS,2017,155.52673701606673,122.51717261340073,470.6781972374697,2778385.6804751824,0.005597737495878084,0.004409653183659039,0.016940707711859876
Rwanda,RWA,2017,3162.8515110531907,2450.659915167204,2753.307021941627,60333.15493134511,5.242310823381096,4.0618792734374365,4.563505795569115
Saint Lucia,LCA,2017,2.780600752592178,1.1079842411907248,2.4787837122553844,3442.4676503006876,0.08077347516538906,0.032185756083835566,0.07200601324572711
Saint Vincent and the Grenadines,VCT,2017,2.9474153008679176,1.3892379774744334,3.5938840627122928,3222.3455786812115,0.09146800766397585,0.04311263157699547,0.11153006327096482
Samoa,WSM,2017,3.140222041635734,0.4689783090982305,1.1455257354134647,3623.8949723960254,0.08665322989643656,0.012941277621745042,0.031610345888586085
Sao Tome and Principe,STP,2017,12.988556669669334,8.609335313755446,19.288131800941848,3030.498174581119,0.4285947696195077,0.2840897706511717,0.6364673624529699
Saudi Arabia,SAU,2017,94.44551515130894,15.543322061266807,128.64236686754205,119208.56147822671,0.07922712427710932,0.013038763213417163,0.10791369786895585
Senegal,SEN,2017,5665.487860314362,4236.47261473744,3811.3279330225096,88127.3201606769,6.428753138056213,4.807218246297914,4.324797266129912
Serbia,SRB,2017,21.97991922486675,6.777386898455672,11.40982107892134,201118.17653936718,0.01092885765129457,0.0033698529964192752,0.005673192386312215
Seychelles,SYC,2017,1.6288226908106491,0.48846660706738,2.2144037798801857,2860.323483170207,0.056945401469254864,0.017077320447895408,0.07741794915538282
Sierra Leone,SLE,2017,4037.0309671218156,3046.355363416153,3107.86266031791,68909.4468792303,5.858457947278343,4.420809484590918,4.510067633781338
Singapore,SGP,2017,2.0939310074741524,0.44391516845907936,30.248268314557162,20425.934595775758,0.010251335123276042,0.0021732918333679796,0.148087560805236
Slovakia,SVK,2017,4.9120260322950715,0.7876240521955579,9.202578043052613,78174.70135931668,0.006283395966833032,0.0010075178267395972,0.011771810935042185
Slovenia,SVN,2017,1.1225737884972682,0.29642248736141696,3.3510654524883607,22818.319888171038,0.00491961631705938,0.0012990548331960306,0.014685855351802413
Solomon Islands,SLB,2017,36.753409057725634,29.88898074325014,23.975219460823645,7686.064469750307,0.47818241965539515,0.38887236583667545,0.31193102211387663
Somalia,SOM,2017,8842.08253137998,6791.882706166224,6631.3634832599155,139727.4558084567,6.3280924140642885,4.860807539125865,4.745927308910871
South Africa,ZAF,2017,9673.741970698153,6091.2713645071,7300.399507921118,526430.9377278691,1.837608939256312,1.1570884095067937,1.386772506082261
South Korea,KOR,2017,129.5113819758087,27.76041469375825,192.6187034866052,258805.5367733897,0.050041967258686954,0.010726360432568832,0.07442603658640512
South Sudan,SSD,2017,9584.01980711262,7514.261869567441,6860.264795277735,103776.32900813608,9.235265786248068,7.2408245130528,6.61062581500632
Spain,ESP,2017,39.93892142674363,10.78669387459183,101.8108176249927,389089.4686434734,0.010264714068460194,0.0027722913992503317,0.026166428502921772
Sri Lanka,LKA,2017,505.56212274785537,274.7440245891338,249.46689752124558,157997.99974247432,0.3199800779578768,0.17389082459078425,0.1578924403649788
Sudan,SDN,2017,6668.136819156708,5263.378749026493,4294.670086121505,267005.4942270296,2.497378130161966,1.9712623383514138,1.608457570715691
Suriname,SUR,2017,29.323821299325036,10.220269316359127,20.053974116376427,7279.697202317316,0.4028164975047383,0.1403941542116031,0.2754781354091586
Sweden,SWE,2017,17.311048250274506,13.120707121175,33.73902148241149,92107.60656155445,0.018794374206983367,0.0142449767299149,0.03663000564439169
Switzerland,CHE,2017,5.266639685576074,3.8980390406915464,15.19192828589242,63295.92081754476,0.008320662086199138,0.00615843642108934,0.024001433409404523
Syria,SYR,2017,28.03210760382323,9.244243264725297,65.84599092818692,131273.46694433986,0.02135397826866939,0.007041973888481873,0.05015940575112998
Taiwan,TWN,2017,35.25988458672501,11.350870042671447,150.63410763052298,178987.9253382261,0.019699588405249043,0.006341695967044802,0.08415880978891505
Tajikistan,TJK,2017,1138.600488683329,1026.9722330028264,546.2755516916336,73703.04775944949,1.5448485826521994,1.393391812445311,0.7411844805584658
Tanzania,TZA,2017,12375.256133410852,9290.42422896536,11698.925601634675,302632.0210896643,4.089209095869037,3.0698748253783683,3.8657262901365277
Thailand,THA,2017,3424.406866337261,196.96568940727627,2570.368923818905,466135.94820451475,0.7346369400445425,0.04225498809219893,0.5514204458419433
Timor,TLS,2017,135.4508322803637,107.87278097128684,56.680836416462576,10883.428361653736,1.2445603331906525,0.9911654433391757,0.520799462567969
Togo,TGO,2017,2702.4919288427595,1977.3716990234168,1927.4567657357006,47590.624498473124,5.6786225382049045,4.154960603819893,4.050076640195257
Tonga,TON,2017,1.9784575796978088,0.7582110953326773,1.0512366788816776,2910.7376218264167,0.06797100380543318,0.026048761305284475,0.03611581720725664
Trinidad and Tobago,TTO,2017,18.26589454702342,5.8216981954413125,18.571143101070145,18044.593998427084,0.1012264091318188,0.032262838365600136,0.10291804350205364
Tunisia,TUN,2017,71.84728566324219,27.810189071953666,76.84671487565349,97224.50649756017,0.07389832898256489,0.02860409383785513,0.07904047821274561
Turkey,TUR,2017,329.13415896043625,84.67131140922247,418.3565943998513,505002.3498108837,0.06517477771810218,0.016766518302524867,0.08284250450646814
Turkmenistan,TKM,2017,44.4998318112823,36.00796333005201,43.546414925968,58108.532026395376,0.07658054722681443,0.06196674063921569,0.0749397952544858
Uganda,UGA,2017,9653.608337545225,7570.399946238421,7260.477761230776,169452.59163942785,5.696937558846427,4.467562208990705,4.284666106895602
Ukraine,UKR,2017,54.12760073947953,41.27384002796371,181.31915246155597,1234860.9577772294,0.004383295171701771,0.0033423876403265128,0.014683365873671599
United Arab Emirates,ARE,2017,27.537839958939205,1.6246414265949043,21.09880058725081,34414.958397115864,0.08001706595480587,0.004720742090831807,0.06130706404985511
United Kingdom,GBR,2017,39.97572258950395,6.198678532348487,252.5759248814967,526380.8283739616,0.007594448816267228,0.0011776034000890135,0.047983496219215806
United States,USA,2017,296.74488196257005,576.8510033907726,795.2871684822705,2902411.1495721447,0.010224081519474397,0.019874889313177022,0.02740091349909219
United States Virgin Islands,VIR,2017,0.8002577155844595,0.12030446300434727,1.4057971393316506,3435.778252020557,0.023291890712499666,0.0035015200103090784,0.040916410670709356
Uruguay,URY,2017,49.4615998141836,6.823865873503911,28.783339541665907,34516.35165915424,0.14329903780855024,0.01976995118397492,0.08339044585563012
Uzbekistan,UZB,2017,105.05392593122808,120.09609944694269,296.50546393056203,360760.96159785887,0.02912009255822196,0.033289660531732955,0.08218889943559841
Vanuatu,VUT,2017,28.056882201500216,20.948588816871787,16.391068492884656,5146.170691184504,0.5451992148173832,0.4070713949064525,0.31851000436038573
Venezuela,VEN,2017,668.4729966055727,208.34257001629064,317.32298604435965,205513.4050975509,0.3252697780411303,0.10137663278821,0.15440500627865913
Vietnam,VNM,2017,1576.6200665045171,813.5663319592354,1730.7721820129273,735427.5673799331,0.21438142060970786,0.11062494364437316,0.23534230409380125
World,OWID_WRL,2017,1232368.2839747255,774240.9861497497,707247.7128544673,66878484.03254912,1.8426976953827834,1.1576832180779306,1.0575115795242258
Yemen,YEM,2017,6435.590071629826,4011.286679914654,3029.543803304388,210708.82954247002,3.0542574250941303,1.9037107693230995,1.4377868311843855
Zambia,ZMB,2017,6288.6676257653735,4718.900369540221,4553.893978437706,105545.23319490135,5.958267782830731,4.470974412294141,4.31463727976082
Zimbabwe,ZWE,2017,3796.070614659417,2612.122559741955,3579.3520779618325,122918.9583431491,3.088271057473529,2.1250770385230338,2.911960958837175
